context,prompt,answer
"Els escrits de Luter van circular molt, i van arribar a França, Anglaterra i Itàlia l’any 1519. Els estudiants anaven a Wittenberg per sentir parlar Luter. Va publicar un breu comentari sobre Gàlates i la seva obra relativa als salms. Aquesta part primerenca de la carrera de Luter va ser una de les seves etapes més creatives i productives. Tres de les seves obres més conegudes es van publicar l’any 1520: A la noblesa cristiana de la nació alemanya, De la captivitat babilònica de l’Església i De la llibertat d’un cristià.","Al budisme tibetà, als mestres de Dharma al Tibet se’ls coneix amb el nom de lama. Un lama que, a través de phowa i siddhi, ha decidit conscientment renéixer, sovint moltes vegades, per continuar el seu vot de Bodhisattva, s’anomena tulku.
----
Pregunta: Quin nom rep el mestre de budisme tibetà?
Resposta: lama
----
Pregunta: Quina és la posició del satèl·lit que va permetre a Sky emetre canals gairebé exclusivament per al Regne Unit?
Resposta: 28,5° E
----
Pregunta: Com es va dir el primer fill de Börte, l’esposa de Temujin?
Resposta: Jotxi
----
Pregunta: Quina part de la carrera de Luter va ser una de les seves etapes més productives?
Resposta: ",primerenca
"Els escrits de Luter van circular molt, i van arribar a França, Anglaterra i Itàlia l’any 1519. Els estudiants anaven a Wittenberg per sentir parlar Luter. Va publicar un breu comentari sobre Gàlates i la seva obra relativa als salms. Aquesta part primerenca de la carrera de Luter va ser una de les seves etapes més creatives i productives. Tres de les seves obres més conegudes es van publicar l’any 1520: A la noblesa cristiana de la nació alemanya, De la captivitat babilònica de l’Església i De la llibertat d’un cristià.","El sud de Califòrnia consisteix en un entorn urbà fortament desenvolupat que acull algunes de les àrees més grans de l’estat, juntament amb zones extenses que han quedat sense desenvolupar. És la tercera megalòpolis més poblada dels Estats Units, per sota de la megalòpolis dels Grans Llacs i la megalòpolis del Nord-est. Gran part del sud de Califòrnia és famosa per les seves grans comunitats suburbanes repartides i per l’ús d’automòbils i autopistes. Les zones dominants són Los Angeles, el comtat d’Orange, San Diego i Riverside-San Bernardino, cada una és el centre de la seva àrea metropolitana, formada per nombroses ciutats i comunitats més petites. La zona urbana també acull una regió metropolitana internacional en forma de San Diego - Tijuana, creada per l’àrea urbana que s’estén a la Baixa Califòrnia.
----
Pregunta: A quin nivell es troba la megalòpolis del sud de Califòrnia, en termes de població a tot el país?
Resposta: tercer
----
Pregunta: Qui va raptar la primera esposa de Temujin poc després de casar-se?
Resposta: el clan merkita
----
Pregunta: On es van centrar les poblacions en les colònies?
Resposta: al llarg de la costa
----
Pregunta: Quan es van publicar algunes de les obres més conegudes de Luter?
Resposta: ",1520
"Els escrits de Luter van circular molt, i van arribar a França, Anglaterra i Itàlia l’any 1519. Els estudiants anaven a Wittenberg per sentir parlar Luter. Va publicar un breu comentari sobre Gàlates i la seva obra relativa als salms. Aquesta part primerenca de la carrera de Luter va ser una de les seves etapes més creatives i productives. Tres de les seves obres més conegudes es van publicar l’any 1520: A la noblesa cristiana de la nació alemanya, De la captivitat babilònica de l’Església i De la llibertat d’un cristià.","Les dues famílies normandes més destacades que van arribar a la Mediterrània van ser descendents de Tancred d’Hauteville i de la família Drengot, de qui Rainulf Drengot va rebre el comtat d’Aversa, el primer punt normand al sud, per part del duc Sergi IV de Nàpols l’any 1030. La família Hauteville va assolir el rang de principesc en proclamar el príncep Guaimar IV de Salern “duc de Pulla i Calàbria”. Ràpidament va concedir al seu líder elegit, Guillem Braç de Ferro, el títol de comte a la seva capital de Melfi. Després la família Drengot va assolir el principat de Càpua, i l’emperador Enric III va ennoblir legalment el líder Hauteville, Drogó, com a ""dux et magister Italiae comesque Normannorum totius Apuliae et Calabriae” (duc i mestre d’Itàlia i comte dels normands de tota Pulla i Calàbria”) l’any 1047.
----
Pregunta: Qui va ser el comte de Melfi
Resposta: Guillem Braç de Ferro
----
Pregunta: Quin famós indi es va declarar culpable i es va posar a disposició dels tribunals?
Resposta: Mohandas Gandhi
----
Pregunta: Qui va ser el primer Doctor a viatjar amb una parella casada?
Resposta: El Doctor Onzè
----
Pregunta: A més de publicar A la noblesa cristiana de la nació alemanya i De la captivitat babilònica de l’Església, quina altra obra va escriure Luter l’any 1520?
Resposta: ",De la llibertat d’un cristià
"Els himnes de Luter eren sovint evocats per concrets esdeveniments de la seva vida i la Reforma que eixia. Aquest comportament va començar quan va tenir notícia de l’execució de Johann Esch i Heinrich Voes, les primeres persones martiritzades per l’Església catòlica romana per tenir actituds luteranes, fet que va provocar que Luter escrivís l’himne “Ein neues Lied wir heben an” (“Una nova cançó formem”), que normalment es coneix per la traducció a l’anglès de John C. Messenger del títol i primera línia “Flung to the Heedless Winds” i cantada a la tonada Ibstone que va compondre l’any 1875 Maria C. Tidderman.","Merit Network, Inc., una corporació independent sense ànim de lucre 501(c)(3) que es regeix per les universitats públiques de Michigan, es va crear el 1966 amb el nom Michigan Educational Research Information Triad per explorar les xarxes informàtiques entre tres de les universitats públiques de Michigan per tal d’ajudar el desenvolupament educatiu i econòmic de l’Estat. Amb el suport inicial de l’Estat de Michigan i de la National Science Foundation (NSF), la xarxa de commutació de paquets es va demostrar per primera vegada el desembre del 1971 quan es va fer una connexió interactiva d’amfitrió a amfitrió entre els sistemes de l’ordinador central d’IBM a la Universitat de Michigan, a Ann Arbor, i la Universitat Estatal de Wayne, a Detroit. L'octubre del 1972, les connexions amb l’ordinador central del CDC a la Universitat Estatal de Michigan, a East Lansing, van completar la tríada. Durant els anys següents, a més de les connexions interactives d’amfitrió a amfitrió, la xarxa es va millorar per permetre connexions de terminal a amfitrió, connexions per lots d’amfitrió a amfitrió (enviament de treballs a distància, impressió a distància, transferència d’arxius per lots), transferència d’arxius interactius, passarel·les a les xarxes de dades públiques de Tymnet i Telenet, adjunts d’amfitrió X.25, passarel·les a xarxes de dades X.25, amfitrions adjunts a Ethernet i, finalment, TCP/IP i que altres universitats públiques de Michigan s’unissin a la xarxa. Tot això va assentar les bases per a la funció de Merit en el projecte NSFNET que va començar a mitjan dècada dels anys 80.
----
Pregunta: Què va completar la tríada?
Resposta: una connexió interactiva d’amfitrió a amfitrió entre els sistemes de l’ordinador central d’IBM a la Universitat de Michigan, a Ann Arbor, i la Universitat Estatal de Wayne
----
Pregunta: A qui es dona suport a Occident degut a la impossibilitat de separar l’islam de l’islamisme?
Resposta: règims islàmics il·liberals
----
Pregunta: Qui va ordenar el primer clergat metodista?
Resposta: John Wesley
----
Pregunta: Què va fer que Luter escrivís himnes?
Resposta: ",esdeveniments de la seva vida
"Els himnes de Luter eren sovint evocats per concrets esdeveniments de la seva vida i la Reforma que eixia. Aquest comportament va començar quan va tenir notícia de l’execució de Johann Esch i Heinrich Voes, les primeres persones martiritzades per l’Església catòlica romana per tenir actituds luteranes, fet que va provocar que Luter escrivís l’himne “Ein neues Lied wir heben an” (“Una nova cançó formem”), que normalment es coneix per la traducció a l’anglès de John C. Messenger del títol i primera línia “Flung to the Heedless Winds” i cantada a la tonada Ibstone que va compondre l’any 1875 Maria C. Tidderman.","Quan quedaven 4:51 de reglament, els Carolina van aconseguir la pilota en la seva pròpia línia de 24 iardes amb la possibilitat de preparar un atac per a la victòria, i aviat es van enfrontar al 3r i 9. A la següent jugada, Miller va robar la pilota a Newton i, després que diversos jugadors es llancessin a per ella, va fer un llarg rebot cap enrere i va ser recuperada per Ward, que la va tornar cinc iardes a la línia de 4 iardes dels Panthers. Tot i que diversos jugadors es van endinsar a la pila per intentar recuperar-la, Newton no ho va fer i la seva falta d’agressió més tard li va valer fortes crítiques. Mentrestant, l’ofensiva del Denver es va mantenir fora de la zona d’anotació durant tres jugades, però una penalització per retenció del defensor lateral Josh Norman va donar als Broncos un nou joc de baixades. Aleshores, Anderson va anotar en un touchdown de 2 iardes i Manning va completar una passada a Bennie Fowler per una transformació de 2 punts, donant al Denver un avantatge de 24-10 a falta de 3:08 i bàsicament sentenciant el partit. Els Carolina van tenir dos atacs més, però no van aconseguir un primer descens en cap dels dos.
----
Pregunta: Qui va perdre la pilota al 3r i 9?
Resposta: Newton
----
Pregunta: Quan es va declarar aquest edicte?
Resposta: 1685
----
Pregunta: Quin dispositiu s’utilitza per tractar diverses malalties com ara la intoxicació per monòxid de carboni?
Resposta: cambres d’oxigen
----
Pregunta: Per què Johann Esch i Heinrich Voes van ser executats per l’Església catòlica?
Resposta: ",actituds luteranes
"Els himnes de Luter eren sovint evocats per concrets esdeveniments de la seva vida i la Reforma que eixia. Aquest comportament va començar quan va tenir notícia de l’execució de Johann Esch i Heinrich Voes, les primeres persones martiritzades per l’Església catòlica romana per tenir actituds luteranes, fet que va provocar que Luter escrivís l’himne “Ein neues Lied wir heben an” (“Una nova cançó formem”), que normalment es coneix per la traducció a l’anglès de John C. Messenger del títol i primera línia “Flung to the Heedless Winds” i cantada a la tonada Ibstone que va compondre l’any 1875 Maria C. Tidderman.","Altres predecessors de l'església reformada van incloure els proreformistes i els catòlics romans gal·licans, com Jacques Lefèvre (c. 1455-1536). Els gal·licans van aconseguir breument la independència de l'església francesa, amb el principi que la religió de França no podia ser controlada pel bisbe de Roma, una potència estrangera. Durant la Reforma protestant, Lefèvre, professor de la Universitat de París, va publicar la seva traducció del Nou Testament al francès el 1523, seguida de tota la Bíblia en llengua francesa el 1530. Guillaume Farel va ser un estudiant de Lefèvre que va passar a ser líder de la Reforma suïssa i va establir un govern protestant a Ginebra. Jean Cauvin (Joan Calví), un altre estudiant de la Universitat de París, també es va convertir al protestantisme. Molt després de la supressió de la secta per part de Francesc I, els valdesos francesos restants, aleshores majoria a la regió del Luberon, van intentar unir-se a Guillaume Farel, Calví i la Reforma, i Olivétan els va publicar una bíblia francesa. La confessió francesa del 1559 mostra una influència clarament calvinista. En algun moment entre el 1550 i el 1580, els membres de l'església reformada de França van ser coneguts com a hugonots.[es necessita una cita]
----
Pregunta: Quin altre líder protestant europeu es va formar a la Universitat de París?
Resposta: Jean Cauvin
----
Pregunta: Quins dos tractats van crear institucions de la Unió Europea més formals?
Resposta: el Tractat de Roma del 1957 i el Tractat de Maastricht del 1992 (actualment: TFUE)
----
Pregunta: Quina llei sud-africana reconeix dos tipus d’escoles?
Resposta: Llei d’escoles de Sud-àfrica
----
Pregunta: Quin himne va escriure Luter després del martiri d’Esch i Voes?
Resposta: ",Ein neues Lied wir heben an
"Els himnes de Luter eren sovint evocats per concrets esdeveniments de la seva vida i la Reforma que eixia. Aquest comportament va començar quan va tenir notícia de l’execució de Johann Esch i Heinrich Voes, les primeres persones martiritzades per l’Església catòlica romana per tenir actituds luteranes, fet que va provocar que Luter escrivís l’himne “Ein neues Lied wir heben an” (“Una nova cançó formem”), que normalment es coneix per la traducció a l’anglès de John C. Messenger del títol i primera línia “Flung to the Heedless Winds” i cantada a la tonada Ibstone que va compondre l’any 1875 Maria C. Tidderman.","Després de deixar la companyia d'Edison, Tesla es va associar amb dos homes de negocis el 1886, Robert Lane i Benjamin Vail, que van acordar finançar una empresa d'il·luminació elèctrica en nom de Tesla, Tesla Electric Light & Manufacturing. La companyia va instal·lar sistemes d’il·luminació basats en llum d’arc elèctric dissenyats per Tesla i també tenia dissenys per a commutadors de màquines elèctriques de dinamo, les primeres patents expedides per Tesla als EUA.
----
Pregunta: Qui va dissenyar els sistemes d’il·luminació que va instal·lar Tesla Electric Light & Manufacturing?
Resposta: Tesla
----
Pregunta: A quin episodi Dudley Simpson fa el paper de director d’orquestra?
Resposta: Les urpes de Weng-Chiang
----
Pregunta: Quin és el nom d’un altre algorisme útil per provar convenientment la primeritat de nombres grans?
Resposta: test de primeritat AKS
----
Pregunta: Qui va traduir aquest himne a l’anglès?
Resposta: ",John C. Messenger
"Els himnes de Luter eren sovint evocats per concrets esdeveniments de la seva vida i la Reforma que eixia. Aquest comportament va començar quan va tenir notícia de l’execució de Johann Esch i Heinrich Voes, les primeres persones martiritzades per l’Església catòlica romana per tenir actituds luteranes, fet que va provocar que Luter escrivís l’himne “Ein neues Lied wir heben an” (“Una nova cançó formem”), que normalment es coneix per la traducció a l’anglès de John C. Messenger del títol i primera línia “Flung to the Heedless Winds” i cantada a la tonada Ibstone que va compondre l’any 1875 Maria C. Tidderman.","El sud de Califòrnia consta d’una zona estadística combinada, vuit zones estadístiques metropolitanes, una zona metropolitana internacional i diverses divisions metropolitanes. La regió conté dues grans àrees metropolitanes que superen els cinc milions de població. Es tracta de la zona del Greater Los Angeles, amb 17.786.419, i San Diego-Tijuana, amb 5.105.768. D’aquestes àrees metropolitanes, l’àrea metropolitana de Los Angeles-Long Beach-Santa Ana, l’àrea metropolitana de Riverside-San Bernardino-Ontario i l’àrea metropolitana d’Oxnard-Thousand Oaks-Ventura formen el Greater Los Angeles; mentre que l’àrea metropolitana de El Centro i l’àrea metropolitana de San Diego-Carlsbad-San Marcos formen la regió fronterera sud. Al nord de Greater Los Angeles hi ha les àrees metropolitanes de Santa Barbara, San Luis Obispo i Bakersfield.
----
Pregunta: Quina xifra de població supera cada una de les grans àrees metropolitanes?
Resposta: cinc milions
----
Pregunta: En quin any es fa crear l’Acta Única Europea?
Resposta: 1986
----
Pregunta: Quants llinatges de cloroplasts hi ha?
Resposta: tres
----
Pregunta: Com es coneix l’himne en anglès?
Resposta: ",Flung to the Heedless Winds
"Els mecanismes que es fan servir per a eludir el sistema immunitari adaptatiu són més complicats. L’enfocament més simple és canviar ràpidament els epítops no essencials (aminoàcids i/o sucres) de la superfície del patogen, mantenint ocults els epítops essencials. Això rep el nom de variació antigènica. Un exemple és el VIH, que muta ràpidament, de manera que les proteïnes del seu embolcall víric, que són essencials per a penetrar dins la cèl·lula hoste, canvien constantment. Aquest canvi constant d’antigens podria explicar el fracàs de les vacunes contra aquest virus. El paràsit Trypanosoma brucei utilitza una estratègia similar, canviant constantment un tipus de proteïna de superfície per un altre, la qual cosa li permet anar un pas per davant de la resposta d’anticossos. Emmascarar els antigens amb molècules hoste és una altra estratègia comuna per a evitar la detecció pel sistema immunitari. En el VIH, l’embolcall que cobreix el virió està format a partir de la membrana exterior de la cèl·lula hoste; aquests virus ""autocamuflats"" fan que sigui difícil pel sistema immunitari identificar-los com a estructures ""alienes"".","Algunes formes de desobediència civil, com ara els boicots il·legals, les negatives a pagar impostos, les insubmissions, els atacs DDoS i les segudes, dificulten el funcionament d’un sistema. D’aquesta manera, es podrien considerar coercitives. Brownlee assenyala que ""tot i que els desobedients civils es veuen forçats a l’ús de la coacció pel seu objectiu conscient d’entaular un diàleg moral, tanmateix poden trobar necessari fer servir una coacció limitada per posar el seu problema sobre la taula"". L’organització Plowshares va aconseguir tancar temporalment el centre GCSB Waihopai mitjançant el bloqueig de les portes i l’ús de falçs per a desinflar una de les grans cúpules que cobreixen dues antenes parabòliques.
----
Pregunta: Com pots protestar contra grans empreses de manera no-violenta?
Resposta: el bloqueig de les portes
----
Pregunta: Com es diu el primer capítol de Doctor Who?
Resposta: Una nena sobrenatural
----
Pregunta: Qui decideix com es permet utilitzar la terra o la propietat?
Resposta: el govern escocès
----
Pregunta: Com s’anomena el procés mitjançant el qual s’evita el sistema immunitari adaptatiu a partir del canvi d’epítops no essencials?
Resposta: ",variació antigènica
"Els mecanismes que es fan servir per a eludir el sistema immunitari adaptatiu són més complicats. L’enfocament més simple és canviar ràpidament els epítops no essencials (aminoàcids i/o sucres) de la superfície del patogen, mantenint ocults els epítops essencials. Això rep el nom de variació antigènica. Un exemple és el VIH, que muta ràpidament, de manera que les proteïnes del seu embolcall víric, que són essencials per a penetrar dins la cèl·lula hoste, canvien constantment. Aquest canvi constant d’antigens podria explicar el fracàs de les vacunes contra aquest virus. El paràsit Trypanosoma brucei utilitza una estratègia similar, canviant constantment un tipus de proteïna de superfície per un altre, la qual cosa li permet anar un pas per davant de la resposta d’anticossos. Emmascarar els antigens amb molècules hoste és una altra estratègia comuna per a evitar la detecció pel sistema immunitari. En el VIH, l’embolcall que cobreix el virió està format a partir de la membrana exterior de la cèl·lula hoste; aquests virus ""autocamuflats"" fan que sigui difícil pel sistema immunitari identificar-los com a estructures ""alienes"".","Els Broncos van derrotar els Pittsburgh Steelers en la ronda de divisió, 23–16, en anotar 11 punts en els darrers tres minuts del partit. Després van vèncer el campió de la Super Bowl XLIX vigent, els New England Patriots, en el partit del Campionat de l'AFC, 20–18, en interceptar una passada de l'intent de transformació de 2 punts dels New England quan quedaven 17 segons. Tot i els problemes de Manning amb les intercepcions durant la temporada, no va llançar-ne cap en els seus dos partits de play-offs.
----
Pregunta: A qui van vèncer els Broncos per convertir-se en campions de l’AFC?
Resposta: New England Patriots
----
Pregunta: Què se suposa que representa el fòssil Eoandromeda del període Ediacarià?
Resposta: ctenòfor
----
Pregunta: En quin any Galor i Zeira van demostrar nova informació sobre la desigualtat?
Resposta: 1993
----
Pregunta: Quin és un exemple de virus que utilitza variacions antigèniques?
Resposta: ",el VIH
"Els mecanismes que es fan servir per a eludir el sistema immunitari adaptatiu són més complicats. L’enfocament més simple és canviar ràpidament els epítops no essencials (aminoàcids i/o sucres) de la superfície del patogen, mantenint ocults els epítops essencials. Això rep el nom de variació antigènica. Un exemple és el VIH, que muta ràpidament, de manera que les proteïnes del seu embolcall víric, que són essencials per a penetrar dins la cèl·lula hoste, canvien constantment. Aquest canvi constant d’antigens podria explicar el fracàs de les vacunes contra aquest virus. El paràsit Trypanosoma brucei utilitza una estratègia similar, canviant constantment un tipus de proteïna de superfície per un altre, la qual cosa li permet anar un pas per davant de la resposta d’anticossos. Emmascarar els antigens amb molècules hoste és una altra estratègia comuna per a evitar la detecció pel sistema immunitari. En el VIH, l’embolcall que cobreix el virió està format a partir de la membrana exterior de la cèl·lula hoste; aquests virus ""autocamuflats"" fan que sigui difícil pel sistema immunitari identificar-los com a estructures ""alienes"".","A l’estiu de 1521, Luter va ampliar el seu objectiu, des de les pietats individuals com les indulgències i els pelegrinatges fins a les doctrines al centre de les pràctiques de l’Església. A Sobre l’abrogació de la missa privada, va condemnar per idolatria la idea que la missa és un sacrifici, afirmant en canvi que és un regal que ha de ser rebut amb agraïment per tota la congregació. El seu assaig Sobre la confessió, si el Papa té el poder d’exigir-ho, va rebutjar la confessió obligatòria i va fomentar la confessió privada i l’absolució, ja que “tot cristià és un confessor”. Al novembre, Luter va escriure El judici de Martí Luter sobre els vots monàstics. Va assegurar als monjos i a les monges que podien trencar els seus vots sense pecat, perquè els vots eren un intent il·legítim i infructuós de guanyar la salvació.
----
Pregunta: Com va descriure Luter la missa que es veia com un sacrifici?
Resposta: va condemnar per idolatria
----
Pregunta: Què significava l’acrònim LMP en relació amb les categories de llançament del Block II?
Resposta: pilot del mòdul lunar
----
Pregunta: Quin nom rep una escola privada índia?
Resposta: escoles independents
----
Pregunta: Quin és un exemple de paràsit que fa servir l’estratègia de variació antigènica per a evitar la destrucció?
Resposta: ",Trypanosoma brucei
"Els mecanismes que es fan servir per a eludir el sistema immunitari adaptatiu són més complicats. L’enfocament més simple és canviar ràpidament els epítops no essencials (aminoàcids i/o sucres) de la superfície del patogen, mantenint ocults els epítops essencials. Això rep el nom de variació antigènica. Un exemple és el VIH, que muta ràpidament, de manera que les proteïnes del seu embolcall víric, que són essencials per a penetrar dins la cèl·lula hoste, canvien constantment. Aquest canvi constant d’antigens podria explicar el fracàs de les vacunes contra aquest virus. El paràsit Trypanosoma brucei utilitza una estratègia similar, canviant constantment un tipus de proteïna de superfície per un altre, la qual cosa li permet anar un pas per davant de la resposta d’anticossos. Emmascarar els antigens amb molècules hoste és una altra estratègia comuna per a evitar la detecció pel sistema immunitari. En el VIH, l’embolcall que cobreix el virió està format a partir de la membrana exterior de la cèl·lula hoste; aquests virus ""autocamuflats"" fan que sigui difícil pel sistema immunitari identificar-los com a estructures ""alienes"".","Els escrits de Luter van circular molt, i van arribar a França, Anglaterra i Itàlia l’any 1519. Els estudiants anaven a Wittenberg per sentir parlar Luter. Va publicar un breu comentari sobre Gàlates i la seva obra relativa als salms. Aquesta part primerenca de la carrera de Luter va ser una de les seves etapes més creatives i productives. Tres de les seves obres més conegudes es van publicar l’any 1520: A la noblesa cristiana de la nació alemanya, De la captivitat babilònica de l’Església i De la llibertat d’un cristià.
----
Pregunta: Quan es van difondre els escrits de Luter a França, Anglaterra i Itàlia?
Resposta: 1519
----
Pregunta: Quina mena de dades va utilitzar ENR per a classificar les empreses del Top 400 com a contractistes importants?
Resposta: transport, clavegueram, residus perillosos i aigua
----
Pregunta: Quin aspecte de la medicina occidental no agradava als xinesos?
Resposta: el seu sistema humoral
----
Pregunta: Quins compostos es poden emmascarar amb les molècules de la cèl·lula hoste perquè un virus eviti la detecció?
Resposta: ",antigens
"Els membres de l’Església Metodista Unida que s’identifiquen amb la posició pro-vida s’han organitzat en el Grup de treball de metodistes units sobre l’avortament i la sexualitat (TUMAS) per promoure la seva posició dins de la denominació. Va haver-hi un intent de retirar l’afiliació a l'Església Metodista Unida en la Coalició Religiosa per a l'Educació Reproductiva durant la seva Conferència General, celebrada el maig del 2012, amb una petició que va passar per les votacions del subcomitè legislatiu i del comitè, però que no va comptar amb una votació. El Mn. Paul T. Stallsworth, president del Grup de treball de metodistes units sobre l’avortament i la sexualitat, va dir que ""tenia tots els motius per creure"" que els delegats pro-vida haurien guanyat una votació.","Els docents a Gal·les poden formar part de sindicats com ATl, NUT o NASUWT, i els informes dels darrers anys suggereixen que l’edat mitjana dels docents a Gal·les disminueix, ja que els professors són més joves ara que en els anys anteriors. Una preocupació creixent a les escoles gal·leses són els atacs a docents, els quals van assolir el màxim històric entre el 2005 i el 2010.
----
Pregunta: De quines associacions poden ser membres els docents de Gal·les?
Resposta: sindicats
----
Pregunta: Quan va subscriure formalment el Regne Unit l’acord de política social?
Resposta: 1997
----
Pregunta: On va començar el moviment que esdevindria l’Església Metodista Unida?
Resposta: dins de l’Església d’Anglaterra
----
Pregunta: Quin és el grup de treball que es va organitzar per identificar-se amb la posició pro-vida?
Resposta: ",Grup de treball de metodistes units sobre l’avortament i la sexualitat
"Els membres de l’Església Metodista Unida que s’identifiquen amb la posició pro-vida s’han organitzat en el Grup de treball de metodistes units sobre l’avortament i la sexualitat (TUMAS) per promoure la seva posició dins de la denominació. Va haver-hi un intent de retirar l’afiliació a l'Església Metodista Unida en la Coalició Religiosa per a l'Educació Reproductiva durant la seva Conferència General, celebrada el maig del 2012, amb una petició que va passar per les votacions del subcomitè legislatiu i del comitè, però que no va comptar amb una votació. El Mn. Paul T. Stallsworth, president del Grup de treball de metodistes units sobre l’avortament i la sexualitat, va dir que ""tenia tots els motius per creure"" que els delegats pro-vida haurien guanyat una votació.","Després de deixar la companyia d'Edison, Tesla es va associar amb dos homes de negocis el 1886, Robert Lane i Benjamin Vail, que van acordar finançar una empresa d'il·luminació elèctrica en nom de Tesla, Tesla Electric Light & Manufacturing. La companyia va instal·lar sistemes d’il·luminació basats en llum d’arc elèctric dissenyats per Tesla i també tenia dissenys per a commutadors de màquines elèctriques de dinamo, les primeres patents expedides per Tesla als EUA.
----
Pregunta: Què es produïa a la companyia de Tesla?
Resposta: sistemes d’il·luminació basats en llum d’arc elèctric
----
Pregunta: De quina comunitat ètnica és el centre el West Side de Fresno?
Resposta: afroamericana
----
Pregunta: Què va dir l’IPCC que era incorrecte?
Resposta: la data
----
Pregunta: En quin any es va intentar retirar l’afiliació a l'Església Metodista Unida?
Resposta: ",2012
"Els membres de l’Església Metodista Unida que s’identifiquen amb la posició pro-vida s’han organitzat en el Grup de treball de metodistes units sobre l’avortament i la sexualitat (TUMAS) per promoure la seva posició dins de la denominació. Va haver-hi un intent de retirar l’afiliació a l'Església Metodista Unida en la Coalició Religiosa per a l'Educació Reproductiva durant la seva Conferència General, celebrada el maig del 2012, amb una petició que va passar per les votacions del subcomitè legislatiu i del comitè, però que no va comptar amb una votació. El Mn. Paul T. Stallsworth, president del Grup de treball de metodistes units sobre l’avortament i la sexualitat, va dir que ""tenia tots els motius per creure"" que els delegats pro-vida haurien guanyat una votació.","Abans de l’arribada de Rol·ló, les seves poblacions no eren diferents de la Picardia o l’Illa de França, que eren considerades “franques”. Anteriorment, els colons vikings havien començat a arribar a la dècada del 880, però estaven dividits entre colònies de l’est (Roumois i Pays de Caux) al voltant de la vall baixa del Sena i a l’oest a la península de Cotentin, i estaven separades per pagii tradicionals, on la població romania igual, sense gairebé colons estrangers. D’entre els contingents de Rol·ló que van atacar i, finalment, establir-se a Normandia i en algunes parts de la costa atlàntica, hi havia danesos, noruecs, nòrdics gaèlics, vikings de les Òrcades, possiblement suecs, i anglodanesos del Danelaw anglès sota control nòrdic.
----
Pregunta: Qui, en arribar, va donar una identitat comuna als colons vikings originals?
Resposta: Rol·ló
----
Pregunta: Quin productor de petroli és un aliat proper dels Estats Units?
Resposta: l’Iran
----
Pregunta: Qui és el vicepresident de l’IPCC?
Resposta: Ismail El Gizouli
----
Pregunta: Qui és el president del TUMAS?
Resposta: ",Mn. Paul T. Stallsworth
"Els orígens del museu V&A es remunten a la Gran Exposició del 1851, en la planificació de la qual va participar Henry Cole, el primer director del museu; inicialment es coneixia com el Museu de les Indústries, que va obrir les portes per primera vegada el maig del 1852 a Marlborough House, però el setembre ja s’havia traslladat a Somerset House. En aquesta etapa les col·leccions estaven dedicades a les arts aplicades i a la ciència. Es van adquirir diverses obres de la Gran Exposició per formar el nucli de la col·lecció. El febrer del 1854 es parlava sobre el trasllat del museu al lloc actual i va ser rebatejat com a South Kensington Museum. El 1855, l’arquitecte alemany Gottfried Semper, a petició de Cole, va fer un disseny per al museu, però va ser rebutjat per la Comissió de Comerç pel seu elevat preu. L’edifici va ser ocupat per Brompton Park House; el museu es va ampliar i va incloure les primeres sales de serveis obertes el 1857, per la qual cosa es va convertir en el primer museu del món a proporcionar aquest tipus d’instal·lació.","Els Broncos van derrotar els Pittsburgh Steelers en la ronda de divisió, 23–16, en anotar 11 punts en els darrers tres minuts del partit. Després van vèncer el campió de la Super Bowl XLIX vigent, els New England Patriots, en el partit del Campionat de l'AFC, 20–18, en interceptar una passada de l'intent de transformació de 2 punts dels New England quan quedaven 17 segons. Tot i els problemes de Manning amb les intercepcions durant la temporada, no va llançar-ne cap en els seus dos partits de play-offs.
----
Pregunta: A qui van vèncer els Broncos en el partit del Campionat de l'AFC?
Resposta: New England Patriots
----
Pregunta: Què té el límit de fluència de 565 °C?
Resposta: acer inoxidable
----
Pregunta: Quantes persones van morir a Alger entre el 1620 i el 1621?
Resposta: de 30 a 50 mil
----
Pregunta: En quina exposició mundial té els seus orígens el V&A?
Resposta: ",la Gran Exposició del 1851
